-0.01,-2.69,44.30,10.91,3008.00,0.00,-7.60,0.00,-7.60,0.00,0.00,-7.60,0.00,-7.60,0.00,0.00,-7.60,0.00,-7.60,0.00,0.00,-7.60,0.25,7.60,0.00
00.03,-2.72,44.18,11.27,3008.00,0.00,-7.65,0.00,-7.65,0.00,0.00,-7.65,0.00,-7.65,0.00,0.00,-7.65,0.00,-7.65,0.00,0.00,-7.65,0.31,7.65,0.00
00.02,-1.89,44.10,11.48,3008.00,0.00,-7.16,0.00,-7.16,0.00,0.00,-7.16,0.00,-7.16,0.00,0.00,-7.16,0.00,-7.16,0.00,0.00,-7.16,0.35,7.16,0.00
00.01,-1.89,44.23,11.45,3008.00,0.00,-7.10,0.00,-7.10,0.00,0.00,-7.10,0.00,-7.10,0.00,0.00,-7.10,0.00,-7.10,0.00,0.00,-7.10,0.25,7.10,0.00
00.01,-1.83,44.22,11.46,3008.00,0.00,-7.14,0.00,-7.14,0.00,0.00,-7.14,0.00,-7.14,0.00,0.00,-7.14,0.00,-7.14,0.00,0.00,-7.14,0.19,7.14,0.00
00.00,-1.58,44.29,11.23,3008.00,0.00,-7.08,0.00,-7.08,0.00,0.00,-7.08,0.00,-7.08,0.00,0.00,-7.08,0.00,-7.08,0.00,0.00,-7.08,0.19,7.08,0.00
00.08,-1.50,44.29,11.19,3008.00,0.00,-6.97,0.00,-6.97,0.00,0.00,-6.97,0.00,-6.97,0.00,0.00,-6.97,0.00,-6.97,0.00,0.00,-6.97,0.11,6.97,0.00
00.17,-1.43,44.26,11.22,3008.00,0.00,-6.96,0.00,-6.96,0.00,0.00,-6.96,0.00,-6.96,0.00,0.00,-6.96,0.00,-6.96,0.00,0.00,-6.96,0.23,6.96,0.00
00.10,-1.45,44.23,11.26,3008.00,0.00,-7.00,0.00,-7.00,0.00,0.00,-7.00,0.00,-7.00,0.00,0.00,-7.00,0.00,-7.00,0.00,0.00,-7.00,0.14,7.00,0.00
00.10,-1.54,44.22,11.43,3008.00,0.00,-6.97,0.00,-6.97,0.00,0.00,-6.97,0.00,-6.97,0.00,0.00,-6.97,0.00,-6.97,0.00,0.00,-6.97,0.12,6.97,0.00
