0.00|0.00|0.00|0.00|0|-150.68|8.66|-20.31|-154.83|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|83.08|110.28|0
0.00|0.00|0.00|0.00|0|-138.53|-30.51|5.79|-233.83|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|23.87|168.27|0
0.00|0.00|0.00|0.00|0|-144.14|-47.18|-34.53|-245.46|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|72.89|170.24|0
0.00|0.00|0.00|0.00|0|-132.57|-50.04|48.38|-270.06|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-23.45|194.72|0
0.00|0.00|0.00|0.00|0|-155.39|-57.14|102.39|-218.31|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-49.83|140.98|0
0.00|0.00|0.00|0.00|0|-181.96|-45.21|30.84|-243.80|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|40.68|173.59|0
0.00|0.00|0.00|0.00|0|-165.48|-49.70|-36.56|-221.34|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|83.27|146.25|0
0.00|0.00|0.00|0.00|0|-137.53|-44.81|17.50|-259.54|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|7.70|186.92|0
0.00|0.00|0.00|0.00|0|-147.18|-54.14|46.39|-219.91|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-3.16|144.00|0
0.00|0.00|0.00|0.00|0|-159.60|-44.42|28.12|-209.91|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|23.77|137.39|0
0.00|0.00|0.00|0.00|0|-157.65|-43.07|66.53|-230.43|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-21.68|159.92|0
0.00|0.00|0.00|0.00|0|-168.32|-47.64|69.66|-256.61|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-12.00|183.86|0
0.00|0.00|0.00|0.00|0|-174.83|-53.02|109.49|-270.44|-27672|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-49.84|193.55|0
