0;0;0;0;0;0;1
182;102;-120;0;0;0;2
0;0;0;59;-57;-254;1
1;-50;-249;34;4;-209;2
0;0;0;59;-57;-254;1
1;-50;-249;35;1;-204;2
0;0;0;59;-57;-254;1
1;-50;-249;35;1;-204;2
0;0;0;59;-56;-254;1
1;-51;-252;35;1;-204;2
0;0;0;59;-56;-254;1
1;-51;-252;35;1;-204;2
0;0;0;59;-56;-254;1
1;-51;-252;35;1;-204;2
0;0;0;59;-56;-254;1
1;-51;-252;35;1;-204;2
0;0;0;59;-56;-254;1
1;-51;-252;36;2;-202;2
0;0;0;59;-56;-253;1
-1;-50;-250;36;2;-202;2
0;0;0;59;-56;-253;1
-1;-50;-250;36;2;-202;2
0;0;0;59;-56;-253;1
-1;-50;-250;36;2;-202;2
0;0;0;58;-56;-254;1
-1;-50;-250;33;5;-209;2
0;0;0;58;-56;-254;1
0;-50;-249;33;5;-209;2
0;0;0;58;-56;-254;1
0;-50;-249;33;5;-209;2
0;0;0;58;-56;-254;1
0;-50;-249;34;4;-205;2
0;0;0;59;-55;-253;1
0;-51;-250;34;4;-205;2
0;0;0;59;-55;-253;1
0;-51;-250;34;4;-205;2
0;0;0;59;-55;-253;1
0;-51;-250;34;4;-205;2
0;0;0;61;-55;-254;1
0;-52;-247;36;4;-202;2
0;0;0;61;-55;-254;1
0;-52;-247;36;4;-202;2
0;0;0;61;-55;-254;1
0;-52;-247;36;4;-202;2
0;0;0;61;-55;-254;1
0;-52;-247;37;4;-208;2
0;0;0;62;-56;-253;1
1;-47;-245;37;4;-208;2
0;0;0;62;-56;-253;1
1;-47;-245;37;4;-208;2
0;0;0;62;-56;-253;1
1;-47;-245;37;4;-208;2
0;0;0;61;-55;-252;1
-1;-51;-245;37;3;-203;2
0;0;0;61;-55;-252;1
-1;-51;-245;37;3;-203;2
0;0;0;61;-55;-252;1
-1;-51;-245;37;3;-203;2
0;0;0;58;-55;-253;1
-1;-51;-245;35;2;-206;2
0;0;0;58;-55;-253;1
-1;-48;-245;35;2;-206;2
0;0;0;58;-55;-253;1
-1;-48;-245;35;2;-206;2
0;0;0;58;-55;-253;1
-1;-48;-245;35;2;-206;2
0;0;0;59;-55;-253;1
-1;-48;-245;34;3;-205;2
0;0;0;59;-55;-253;1
0;-51;-250;34;3;-205;2
0;0;0;59;-55;-253;1
0;-51;-250;34;3;-205;2
0;0;0;60;-55;-253;1
0;-51;-250;36;4;-202;2
0;0;0;60;-55;-253;1
1;-52;-249;36;4;-202;2
0;0;0;60;-55;-253;1
1;-52;-249;36;4;-202;2
0;0;0;60;-55;-253;1
1;-52;-249;36;4;-202;2
0;0;0;59;-56;-255;1
1;-50;-243;36;2;-209;2
0;0;0;59;-56;-255;1
1;-50;-243;36;2;-209;2
0;0;0;59;-56;-255;1
1;-50;-243;36;2;-209;2
0;0;0;59;-56;-255;1
1;-50;-243;33;6;-205;2
0;0;0;59;-56;-255;1
-1;-48;-248;33;6;-205;2
0;0;0;59;-56;-255;1
-1;-48;-248;33;6;-205;2
0;0;0;60;-55;-252;1
-1;-48;-248;35;4;-203;2
0;0;0;60;-55;-252;1
-1;-49;-247;35;4;-203;2
0;0;0;60;-55;-252;1
-1;-49;-247;35;4;-203;2
0;0;0;59;-56;-253;1
-1;-49;-247;35;4;-203;2
0;0;0;59;-56;-253;1
1;-47;-248;34;3;-208;2
0;0;0;59;-56;-253;1
1;-47;-248;34;3;-208;2
0;0;0;59;-56;-253;1
1;-47;-248;34;3;-208;2
0;0;0;60;-55;-254;1
1;-47;-248;36;4;-203;2
0;0;0;60;-55;-254;1
0;-50;-248;36;4;-203;2
0;0;0;60;-55;-254;1
0;-50;-248;36;4;-203;2
0;0;0;61;-54;-253;1
0;-50;-248;36;4;-203;2
0;0;0;61;-54;-253;1
1;-50;-247;37;5;-206;2
0;0;0;61;-54;-253;1
1;-50;-247;37;5;-206;2
0;0;0;58;-54;-255;1
1;-50;-247;37;5;-206;2
0;0;0;58;-54;-255;1
0;-48;-249;36;4;-205;2
0;0;0;58;-54;-255;1
0;-48;-249;36;4;-205;2
0;0;0;61;-55;-252;1
0;-48;-249;36;4;-205;2
0;0;0;61;-55;-252;1
0;-48;-249;37;3;-203;2
0;0;0;61;-55;-252;1
-1;-48;-246;37;3;-203;2
0;0;0;61;-55;-252;1
-1;-48;-246;37;3;-203;2
0;0;0;60;-57;-254;1
-1;-48;-246;37;3;-203;2
0;0;0;60;-57;-254;1
2;-48;-245;35;3;-210;2
0;0;0;60;-54;-254;1
2;-48;-245;35;3;-210;2
0;0;0;60;-54;-254;1
-1;-51;-247;37;3;-206;2
0;0;0;60;-54;-254;1
-1;-51;-247;37;3;-206;2
0;0;0;60;-55;-254;1
-1;-51;-247;37;3;-206;2
0;0;0;60;-55;-254;1
0;-52;-249;37;4;-203;2
0;0;0;60;-55;-254;1
0;-52;-249;37;4;-203;2
0;0;0;60;-54;-253;1
0;-52;-249;37;4;-203;2
0;0;0;60;-54;-253;1
0;-52;-249;37;4;-203;2
0;0;0;60;-54;-253;1
3;-48;-249;35;4;-209;2
0;0;0;60;-54;-253;1
3;-48;-249;35;4;-209;2
0;0;0;62;-56;-254;1
3;-48;-249;35;4;-209;2
0;0;0;62;-56;-254;1
3;-48;-249;35;4;-209;2
0;0;0;62;-56;-254;1
2;-50;-246;37;3;-203;2
0;0;0;58;-55;-254;1
2;-50;-246;37;3;-203;2
0;0;0;58;-55;-254;1
1;-50;-248;37;3;-203;2
0;0;0;58;-55;-254;1
1;-50;-248;35;4;-209;2
0;0;0;60;-56;-253;1
1;-50;-248;35;4;-209;2
0;0;0;60;-56;-253;1
1;-50;-248;35;4;-209;2
0;0;0;60;-56;-253;1
2;-54;-246;37;2;-205;2
0;0;0;59;-55;-254;1
2;-54;-246;37;2;-205;2
0;0;0;59;-55;-254;1
-2;-51;-247;35;3;-204;2
0;0;0;59;-55;-254;1
-2;-51;-247;35;3;-204;2
0;0;0;61;-55;-253;1
-2;-51;-247;35;3;-204;2
0;0;0;61;-55;-253;1
-2;-51;-247;35;3;-204;2
0;0;0;61;-55;-253;1
1;-50;-246;32;2;-209;2
0;0;0;58;-55;-251;1
1;-50;-246;32;2;-209;2
0;0;0;58;-55;-251;1
1;-50;-246;32;2;-209;2
0;0;0;58;-55;-251;1
2;-52;-247;38;3;-205;2
0;0;0;58;-55;-251;1
2;-52;-247;38;3;-205;2
0;0;0;62;-55;-253;1
2;-52;-247;38;3;-205;2
0;0;0;62;-55;-253;1
2;-52;-247;38;3;-205;2
0;0;0;62;-55;-253;1
1;-49;-247;37;5;-202;2
0;0;0;62;-54;-251;1
1;-49;-247;37;5;-202;2
0;0;0;62;-54;-251;1
1;-49;-247;37;5;-202;2
0;0;0;62;-54;-251;1
4;-51;-248;35;2;-207;2
0;0;0;62;-54;-252;1
4;-51;-248;35;2;-207;2
0;0;0;62;-54;-252;1
4;-51;-248;35;2;-207;2
0;0;0;62;-54;-252;1
4;-51;-248;35;2;-207;2
0;0;0;63;-54;-252;1
2;-51;-245;39;3;-202;2
0;0;0;63;-54;-252;1
2;-51;-245;39;3;-202;2
0;0;0;63;-54;-252;1
2;-51;-245;39;3;-202;2
0;0;0;63;-54;-252;1
5;-49;-246;40;4;-203;2
0;0;0;63;-54;-253;1
5;-49;-246;40;4;-203;2
0;0;0;63;-54;-253;1
1;-49;-247;40;4;-203;2
0;0;0;63;-54;-253;1
1;-49;-247;38;3;-203;2
0;0;0;61;-55;-256;1
1;-49;-247;38;3;-203;2
0;0;0;61;-55;-256;1
1;-49;-247;38;3;-203;2
0;0;0;61;-55;-256;1
1;-50;-248;38;5;-205;2
0;0;0;61;-53;-256;1
1;-50;-248;38;5;-205;2
0;0;0;61;-53;-256;1
1;-50;-248;38;5;-205;2
0;0;0;61;-53;-256;1
2;-49;-249;38;5;-205;2
0;0;0;59;-54;-254;1
2;-49;-249;34;4;-209;2
0;0;0;59;-54;-254;1
2;-49;-249;34;4;-209;2
0;0;0;59;-54;-254;1
2;-49;-249;34;4;-209;2
0;0;0;59;-54;-254;1
1;-50;-244;37;2;-202;2
0;0;0;59;-54;-254;1
1;-50;-244;37;2;-202;2
0;0;0;59;-54;-254;1
1;-50;-244;37;2;-202;2
0;0;0;59;-54;-254;1
1;-52;-247;37;2;-202;2
0;0;0;59;-55;-254;1
1;-52;-247;35;4;-204;2
0;0;0;59;-55;-254;1
1;-52;-247;35;4;-204;2
0;0;0;59;-55;-254;1
1;-52;-247;35;4;-204;2
0;0;0;62;-54;-254;1
3;-51;-247;37;3;-209;2
0;0;0;62;-54;-254;1
3;-51;-247;37;3;-209;2
0;0;0;62;-54;-254;1
3;-51;-247;37;3;-209;2
0;0;0;62;-54;-254;1
2;-52;-247;37;3;-209;2
0;0;0;61;-52;-254;1
2;-52;-247;40;2;-198;2
0;0;0;61;-52;-254;1
2;-52;-247;40;2;-198;2
0;0;0;61;-52;-254;1
4;-48;-246;40;2;-198;2
0;0;0;62;-54;-255;1
4;-48;-246;40;3;-206;2
0;0;0;62;-54;-255;1
4;-48;-246;40;3;-206;2
0;0;0;62;-54;-255;1
4;-48;-246;40;3;-206;2
0;0;0;61;-54;-251;1
3;-52;-248;36;4;-205;2
0;0;0;61;-54;-251;1
3;-52;-248;36;4;-205;2
0;0;0;61;-54;-251;1
3;-52;-248;36;4;-205;2
0;0;0;61;-54;-251;1
3;-52;-247;36;4;-205;2
0;0;0;61;-53;-254;1
3;-52;-247;37;3;-204;2
0;0;0;61;-53;-254;1
3;-52;-247;37;3;-204;2
0;0;0;61;-53;-254;1
3;-52;-247;37;3;-204;2
0;0;0;61;-53;-254;1
3;-52;-247;37;3;-204;2
0;0;0;61;-53;-254;1
4;-51;-246;37;3;-204;2
0;0;0;59;-52;-254;1
4;-51;-246;38;4;-204;2
0;0;0;59;-52;-254;1
4;-51;-246;38;4;-204;2
