0.00|nan|0.00|nan|0|0.00|nan|-11.14|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|11.14|240.25|0
0.00|nan|0.00|nan|0|0.00|nan|4.88|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-4.88|213.48|0
0.00|nan|0.00|nan|0|0.00|nan|-15.56|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|15.56|75.75|0
0.00|nan|0.00|nan|0|0.00|nan|-43.38|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|43.38|-1.63|0
0.00|nan|0.00|nan|0|0.00|nan|-20.19|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|20.19|-78.37|0
0.00|nan|0.00|nan|0|0.00|nan|-13.41|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|13.41|33.17|0
0.00|nan|0.00|nan|0|0.00|nan|8.90|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-8.90|115.28|0
0.00|nan|0.00|nan|0|0.00|nan|-15.18|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|15.18|168.04|0
0.00|nan|0.00|nan|0|0.00|nan|-24.16|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|24.16|119.04|0
0.00|nan|0.00|nan|0|0.00|nan|-19.51|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|19.51|-12.80|0
0.00|nan|0.00|nan|0|0.00|nan|-11.28|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|11.28|-85.74|0
0.00|nan|0.00|nan|0|0.00|nan|0.06|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-0.06|-15.16|0
0.00|nan|0.00|nan|0|0.00|nan|12.43|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-12.43|136.41|0
0.00|nan|0.00|nan|0|0.00|nan|29.93|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-29.93|225.14|0
0.00|nan|0.00|nan|0|0.00|nan|41.49|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-41.49|192.99|0
0.00|nan|0.00|nan|0|0.00|nan|26.24|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-26.24|29.91|0
0.00|nan|0.00|nan|0|0.00|nan|19.25|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|-19.25|-7.47|0
0.00|nan|0.00|nan|0|0.00|nan|-1.22|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|1.22|24.48|0
0.00|nan|0.00|nan|0|0.00|nan|-6.14|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|6.14|94.01|0
0.00|nan|0.00|nan|0|0.00|nan|-6.82|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|6.82|172.80|0
0.00|nan|0.00|nan|0|0.00|nan|-5.14|nan|14100|0.00|0.00|0.00|0.00|0|0.00|0.00|0.00|0.00|0|0.00|0.00|5.14|164.29|0
