0;0;0;0;0;0;1
65;-168;-170;0;0;0;2
0;0;0;87;-97;-231;1
-60;-25;-242;58;-98;-184;2
0;0;0;87;-97;-231;1
-60;-25;-242;60;-96;-182;2
0;0;0;87;-97;-231;1
-60;-25;-242;60;-96;-182;2
0;0;0;88;-97;-233;1
-60;-25;-242;60;-96;-182;2
0;0;0;88;-97;-233;1
-56;-22;-245;60;-96;-182;2
0;0;0;88;-97;-233;1
-56;-22;-245;60;-96;-182;2
0;0;0;88;-97;-233;1
-56;-22;-245;60;-96;-182;2
0;0;0;88;-97;-233;1
-56;-22;-245;60;-99;-179;2
0;0;0;87;-98;-232;1
-58;-26;-244;60;-99;-179;2
0;0;0;87;-98;-232;1
-58;-26;-244;60;-99;-179;2
0;0;0;87;-98;-232;1
-58;-26;-244;61;-98;-187;2
0;0;0;87;-96;-232;1
-58;-26;-244;61;-98;-187;2
0;0;0;87;-96;-232;1
-56;-23;-241;61;-98;-187;2
0;0;0;87;-96;-232;1
-56;-23;-241;61;-98;-187;2
0;0;0;87;-96;-232;1
-56;-23;-241;60;-100;-183;2
0;0;0;87;-96;-232;1
-57;-24;-243;60;-100;-183;2
0;0;0;87;-96;-232;1
-57;-24;-243;60;-100;-183;2
0;0;0;88;-97;-230;1
-57;-24;-243;62;-99;-177;2
0;0;0;88;-97;-230;1
-59;-26;-244;62;-99;-177;2
-59;-26;-244;62;-99;-177;2
0;0;0;88;-97;-230;1
-59;-26;-244;62;-99;-177;2
0;0;0;87;-96;-231;1
-59;-26;-244;61;-99;-187;2
0;0;0;87;-96;-231;1
-56;-22;-243;61;-99;-187;2
0;0;0;87;-96;-231;1
-56;-22;-243;61;-99;-187;2
0;0;0;87;-97;-232;1
-56;-22;-243;61;-98;-181;2
0;0;0;87;-97;-232;1
-61;-23;-245;61;-98;-181;2
0;0;0;87;-97;-232;1
-61;-23;-245;61;-98;-181;2
0;0;0;88;-96;-231;1
-61;-23;-245;62;-97;-185;2
0;0;0;88;-96;-231;1
-58;-25;-242;62;-97;-185;2
0;0;0;88;-96;-231;1
-58;-25;-242;62;-97;-185;2
0;0;0;88;-96;-231;1
-58;-25;-242;62;-97;-185;2
0;0;0;90;-99;-230;1
-58;-25;-242;61;-99;-184;2
0;0;0;90;-99;-230;1
-55;-23;-241;61;-99;-184;2
0;0;0;90;-99;-230;1
-55;-23;-241;61;-99;-184;2
0;0;0;87;-96;-231;1
-55;-23;-241;61;-99;-184;2
0;0;0;87;-96;-231;1
-59;-23;-244;62;-99;-180;2
0;0;0;87;-96;-231;1
-59;-23;-244;62;-99;-180;2
0;0;0;86;-96;-231;1
-59;-23;-244;62;-99;-180;2
0;0;0;86;-96;-231;1
-59;-23;-244;59;-97;-190;2
0;0;0;86;-96;-231;1
-57;-22;-240;59;-97;-190;2
0;0;0;86;-96;-231;1
-57;-22;-240;59;-97;-190;2
0;0;0;86;-96;-231;1
-57;-22;-240;62;-100;-182;2
0;0;0;86;-96;-231;1
-58;-23;-238;62;-100;-182;2
0;0;0;86;-96;-231;1
-58;-23;-238;62;-100;-182;2
0;0;0;86;-96;-231;1
-58;-23;-238;62;-100;-182;2
0;0;0;86;-95;-232;1
-58;-23;-238;62;-99;-178;2
0;0;0;86;-95;-232;1
-58;-25;-241;62;-99;-178;2
0;0;0;86;-95;-232;1
-58;-25;-241;62;-99;-178;2
0;0;0;87;-98;-231;1
-58;-25;-241;59;-97;-186;2
0;0;0;87;-98;-231;1
-57;-22;-241;59;-97;-186;2
0;0;0;87;-98;-231;1
-57;-22;-241;59;-97;-186;2
0;0;0;87;-97;-230;1
-57;-22;-241;59;-97;-186;2
0;0;0;87;-97;-230;1
-57;-22;-241;61;-101;-183;2
0;0;0;87;-97;-230;1
-59;-25;-243;61;-101;-183;2
0;0;0;87;-97;-232;1
-59;-25;-243;61;-101;-183;2
0;0;0;87;-97;-232;1
-59;-25;-243;63;-99;-183;2
0;0;0;87;-97;-232;1
-57;-23;-243;63;-99;-183;2
0;0;0;87;-97;-232;1
-57;-23;-243;63;-99;-183;2
0;0;0;89;-99;-232;1
-57;-23;-243;59;-99;-185;2
0;0;0;89;-99;-232;1
-58;-23;-245;59;-99;-185;2
0;0;0;89;-99;-232;1
-58;-23;-245;59;-99;-185;2
0;0;0;89;-98;-231;1
-58;-23;-245;59;-99;-185;2
0;0;0;89;-98;-231;1
-60;-23;-245;60;-98;-179;2
0;0;0;89;-98;-231;1
-60;-23;-245;60;-98;-179;2
0;0;0;87;-97;-231;1
-60;-23;-245;60;-98;-179;2
0;0;0;87;-97;-231;1
-60;-23;-245;61;-99;-188;2
0;0;0;87;-97;-231;1
-55;-22;-244;61;-99;-188;2
0;0;0;87;-97;-231;1
-55;-22;-244;61;-99;-188;2
0;0;0;89;-98;-232;1
-55;-22;-244;61;-99;-188;2
0;0;0;89;-98;-232;1
-55;-22;-244;61;-100;-185;2
0;0;0;89;-98;-232;1
-58;-24;-244;61;-100;-185;2
0;0;0;88;-98;-231;1
-58;-24;-244;61;-100;-185;2
0;0;0;88;-98;-231;1
-58;-24;-244;63;-98;-182;2
0;0;0;88;-98;-231;1
-58;-23;-244;63;-98;-182;2
0;0;0;89;-96;-229;1
-58;-23;-244;63;-98;-182;2
0;0;0;89;-96;-229;1
-58;-23;-244;60;-99;-187;2
0;0;0;89;-96;-229;1
-55;-23;-240;60;-99;-187;2
0;0;0;88;-97;-230;1
-55;-23;-240;60;-99;-187;2
0;0;0;88;-97;-230;1
-55;-23;-240;60;-99;-187;2
0;0;0;88;-97;-230;1
-57;-25;-242;62;-99;-178;2
0;0;0;88;-97;-230;1
-57;-25;-242;62;-99;-178;2
0;0;0;86;-96;-234;1
-57;-25;-242;62;-99;-178;2
0;0;0;86;-96;-234;1
-57;-25;-242;62;-97;-183;2
0;0;0;86;-96;-234;1
-55;-21;-243;62;-97;-183;2
0;0;0;87;-97;-228;1
-55;-21;-243;62;-97;-183;2
0;0;0;87;-97;-228;1
-55;-21;-243;62;-97;-183;2
0;0;0;87;-97;-228;1
-57;-23;-242;63;-100;-184;2
0;0;0;88;-97;-232;1
-57;-23;-242;63;-100;-184;2
0;0;0;88;-97;-232;1
-57;-23;-242;63;-100;-184;2
0;0;0;88;-97;-232;1
-57;-23;-242;62;-98;-177;2
0;0;0;88;-97;-232;1
-60;-23;-244;62;-98;-177;2
0;0;0;87;-97;-232;1
-60;-23;-244;62;-98;-177;2
0;0;0;87;-97;-232;1
-60;-23;-244;62;-98;-177;2
0;0;0;87;-97;-232;1
-57;-21;-238;60;-98;-187;2
0;0;0;87;-96;-232;1
-57;-21;-238;60;-98;-187;2
0;0;0;87;-96;-232;1
-57;-21;-238;60;-98;-187;2
0;0;0;87;-96;-232;1
-60;-23;-244;60;-99;-181;2
0;0;0;88;-98;-230;1
-60;-23;-244;60;-99;-181;2
0;0;0;88;-98;-230;1
-60;-23;-244;60;-99;-181;2
0;0;0;88;-98;-230;1
-60;-23;-244;63;-99;-183;2
0;0;0;88;-98;-230;1
-57;-23;-245;63;-99;-183;2
0;0;0;88;-96;-229;1
-57;-23;-245;63;-99;-183;2
0;0;0;88;-96;-229;1
-57;-23;-245;63;-99;-183;2
0;0;0;88;-96;-229;1
-56;-23;-243;63;-99;-182;2
0;0;0;90;-97;-232;1
-56;-23;-243;63;-99;-182;2
0;0;0;90;-97;-232;1
-56;-23;-243;63;-99;-182;2
0;0;0;90;-97;-232;1
-58;-24;-243;62;-100;-180;2
0;0;0;87;-96;-229;1
-58;-24;-243;62;-100;-180;2
0;0;0;87;-96;-229;1
-58;-24;-243;62;-100;-180;2
0;0;0;87;-96;-229;1
-58;-24;-243;62;-100;-180;2
0;0;0;87;-96;-229;1
-57;-22;-241;61;-99;-184;2
0;0;0;87;-97;-231;1
-57;-22;-241;61;-99;-184;2
0;0;0;87;-97;-231;1
-57;-22;-241;61;-99;-184;2
0;0;0;87;-97;-231;1
-58;-24;-243;60;-100;-182;2
0;0;0;87;-97;-231;1
-58;-24;-243;60;-100;-182;2
0;0;0;87;-97;-232;1
-58;-24;-243;60;-100;-182;2
0;0;0;87;-97;-232;1
-58;-24;-243;62;-98;-176;2
0;0;0;88;-99;-234;1
-56;-23;-243;62;-98;-176;2
0;0;0;88;-99;-234;1
-56;-23;-243;62;-98;-176;2
0;0;0;88;-99;-234;1
-56;-23;-243;62;-98;-176;2
0;0;0;88;-99;-234;1
-56;-22;-244;62;-99;-188;2
0;0;0;88;-99;-234;1
-56;-22;-244;62;-99;-188;2
